rating_gap,outcome_type
688,Expected (Higher Rated Won)
564,Expected (Higher Rated Won)
223,Expected (Higher Rated Won)
586,Expected (Higher Rated Won)
33,Expected (Higher Rated Won)
155,Expected (Higher Rated Won)
614,Expected (Higher Rated Won)
326,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
380,Expected (Higher Rated Won)
357,Expected (Higher Rated Won)
652,Expected (Higher Rated Won)
345,Expected (Higher Rated Won)
753,Expected (Higher Rated Won)
357,Expected (Higher Rated Won)
73,Expected (Higher Rated Won)
51,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
78,Upset (Lower Rated Won)
76,Upset (Lower Rated Won)
117,Expected (Higher Rated Won)
95,Expected (Higher Rated Won)
32,Upset (Lower Rated Won)
12,Upset (Lower Rated Won)
47,Upset (Lower Rated Won)
15,Expected (Higher Rated Won)
984,Expected (Higher Rated Won)
984,Expected (Higher Rated Won)
547,Expected (Higher Rated Won)
496,Expected (Higher Rated Won)
149,Expected (Higher Rated Won)
198,Upset (Lower Rated Won)
249,Expected (Higher Rated Won)
269,Expected (Higher Rated Won)
11,Upset (Lower Rated Won)
177,Expected (Higher Rated Won)
44,Expected (Higher Rated Won)
148,Upset (Lower Rated Won)
22,Expected (Higher Rated Won)
157,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
19,Upset (Lower Rated Won)
304,Expected (Higher Rated Won)
67,Upset (Lower Rated Won)
123,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
142,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
254,Upset (Lower Rated Won)
205,Expected (Higher Rated Won)
234,Upset (Lower Rated Won)
145,Upset (Lower Rated Won)
139,Expected (Higher Rated Won)
419,Expected (Higher Rated Won)
98,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
84,Expected (Higher Rated Won)
16,Upset (Lower Rated Won)
130,Upset (Lower Rated Won)
100,Upset (Lower Rated Won)
133,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
25,Expected (Higher Rated Won)
116,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
143,Upset (Lower Rated Won)
66,Expected (Higher Rated Won)
47,Expected (Higher Rated Won)
94,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
92,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
73,Upset (Lower Rated Won)
92,Expected (Higher Rated Won)
68,Upset (Lower Rated Won)
254,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
188,Expected (Higher Rated Won)
743,Upset (Lower Rated Won)
310,Expected (Higher Rated Won)
215,Expected (Higher Rated Won)
182,Upset (Lower Rated Won)
220,Expected (Higher Rated Won)
752,Expected (Higher Rated Won)
66,Upset (Lower Rated Won)
126,Expected (Higher Rated Won)
150,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
59,Expected (Higher Rated Won)
28,Expected (Higher Rated Won)
104,Expected (Higher Rated Won)
114,Expected (Higher Rated Won)
153,Expected (Higher Rated Won)
73,Upset (Lower Rated Won)
129,Expected (Higher Rated Won)
67,Upset (Lower Rated Won)
15,Expected (Higher Rated Won)
1172,Expected (Higher Rated Won)
407,Expected (Higher Rated Won)
257,Expected (Higher Rated Won)
257,Expected (Higher Rated Won)
401,Expected (Higher Rated Won)
339,Expected (Higher Rated Won)
1223,Upset (Lower Rated Won)
437,Expected (Higher Rated Won)
521,Expected (Higher Rated Won)
23,Upset (Lower Rated Won)
58,Expected (Higher Rated Won)
349,Upset (Lower Rated Won)
210,Upset (Lower Rated Won)
547,Upset (Lower Rated Won)
617,Upset (Lower Rated Won)
35,Upset (Lower Rated Won)
580,Upset (Lower Rated Won)
554,Upset (Lower Rated Won)
416,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
57,Upset (Lower Rated Won)
115,Upset (Lower Rated Won)
179,Upset (Lower Rated Won)
622,Upset (Lower Rated Won)
241,Expected (Higher Rated Won)
503,Upset (Lower Rated Won)
258,Upset (Lower Rated Won)
460,Upset (Lower Rated Won)
369,Upset (Lower Rated Won)
945,Upset (Lower Rated Won)
25,Upset (Lower Rated Won)
40,Upset (Lower Rated Won)
27,Upset (Lower Rated Won)
90,Expected (Higher Rated Won)
72,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
127,Upset (Lower Rated Won)
217,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
23,Expected (Higher Rated Won)
17,Expected (Higher Rated Won)
49,Expected (Higher Rated Won)
1,Expected (Higher Rated Won)
9,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
30,Upset (Lower Rated Won)
54,Upset (Lower Rated Won)
80,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
35,Expected (Higher Rated Won)
10,Expected (Higher Rated Won)
5,Upset (Lower Rated Won)
71,Upset (Lower Rated Won)
1,Upset (Lower Rated Won)
0,Expected (Higher Rated Won)
52,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
1,Upset (Lower Rated Won)
31,Expected (Higher Rated Won)
32,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
29,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
34,Expected (Higher Rated Won)
70,Upset (Lower Rated Won)
240,Expected (Higher Rated Won)
299,Expected (Higher Rated Won)
95,Upset (Lower Rated Won)
45,Expected (Higher Rated Won)
338,Expected (Higher Rated Won)
377,Upset (Lower Rated Won)
535,Expected (Higher Rated Won)
895,Expected (Higher Rated Won)
155,Expected (Higher Rated Won)
485,Upset (Lower Rated Won)
6,Expected (Higher Rated Won)
165,Expected (Higher Rated Won)
580,Expected (Higher Rated Won)
333,Expected (Higher Rated Won)
162,Expected (Higher Rated Won)
234,Expected (Higher Rated Won)
209,Expected (Higher Rated Won)
125,Expected (Higher Rated Won)
125,Expected (Higher Rated Won)
482,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
203,Upset (Lower Rated Won)
304,Expected (Higher Rated Won)
436,Expected (Higher Rated Won)
367,Upset (Lower Rated Won)
91,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
146,Expected (Higher Rated Won)
129,Expected (Higher Rated Won)
624,Expected (Higher Rated Won)
467,Expected (Higher Rated Won)
568,Expected (Higher Rated Won)
617,Expected (Higher Rated Won)
614,Expected (Higher Rated Won)
315,Expected (Higher Rated Won)
305,Expected (Higher Rated Won)
206,Expected (Higher Rated Won)
545,Expected (Higher Rated Won)
260,Expected (Higher Rated Won)
554,Expected (Higher Rated Won)
306,Expected (Higher Rated Won)
441,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
431,Expected (Higher Rated Won)
559,Expected (Higher Rated Won)
151,Upset (Lower Rated Won)
673,Expected (Higher Rated Won)
319,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
154,Expected (Higher Rated Won)
353,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
264,Expected (Higher Rated Won)
213,Upset (Lower Rated Won)
200,Expected (Higher Rated Won)
302,Expected (Higher Rated Won)
293,Expected (Higher Rated Won)
417,Expected (Higher Rated Won)
47,Expected (Higher Rated Won)
510,Expected (Higher Rated Won)
506,Expected (Higher Rated Won)
502,Expected (Higher Rated Won)
562,Expected (Higher Rated Won)
48,Upset (Lower Rated Won)
16,Expected (Higher Rated Won)
87,Expected (Higher Rated Won)
171,Expected (Higher Rated Won)
175,Upset (Lower Rated Won)
119,Expected (Higher Rated Won)
257,Upset (Lower Rated Won)
106,Upset (Lower Rated Won)
137,Expected (Higher Rated Won)
303,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
356,Expected (Higher Rated Won)
400,Upset (Lower Rated Won)
459,Expected (Higher Rated Won)
252,Expected (Higher Rated Won)
310,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
428,Expected (Higher Rated Won)
366,Upset (Lower Rated Won)
366,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
160,Expected (Higher Rated Won)
370,Upset (Lower Rated Won)
49,Expected (Higher Rated Won)
352,Expected (Higher Rated Won)
419,Expected (Higher Rated Won)
137,Upset (Lower Rated Won)
83,Upset (Lower Rated Won)
468,Expected (Higher Rated Won)
468,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
148,Upset (Lower Rated Won)
148,Expected (Higher Rated Won)
143,Expected (Higher Rated Won)
613,Expected (Higher Rated Won)
132,Expected (Higher Rated Won)
93,Expected (Higher Rated Won)
99,Expected (Higher Rated Won)
157,Upset (Lower Rated Won)
400,Expected (Higher Rated Won)
556,Expected (Higher Rated Won)
545,Expected (Higher Rated Won)
120,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
330,Upset (Lower Rated Won)
13,Upset (Lower Rated Won)
11,Upset (Lower Rated Won)
9,Upset (Lower Rated Won)
117,Upset (Lower Rated Won)
6,Upset (Lower Rated Won)
409,Expected (Higher Rated Won)
96,Upset (Lower Rated Won)
101,Upset (Lower Rated Won)
161,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
60,Expected (Higher Rated Won)
798,Expected (Higher Rated Won)
471,Expected (Higher Rated Won)
382,Expected (Higher Rated Won)
658,Expected (Higher Rated Won)
490,Expected (Higher Rated Won)
514,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
0,Expected (Higher Rated Won)
763,Upset (Lower Rated Won)
763,Upset (Lower Rated Won)
763,Upset (Lower Rated Won)
599,Expected (Higher Rated Won)
313,Upset (Lower Rated Won)
145,Expected (Higher Rated Won)
180,Upset (Lower Rated Won)
196,Upset (Lower Rated Won)
7,Upset (Lower Rated Won)
5,Upset (Lower Rated Won)
127,Expected (Higher Rated Won)
136,Upset (Lower Rated Won)
202,Upset (Lower Rated Won)
278,Upset (Lower Rated Won)
48,Expected (Higher Rated Won)
258,Expected (Higher Rated Won)
235,Expected (Higher Rated Won)
70,Upset (Lower Rated Won)
273,Upset (Lower Rated Won)
250,Upset (Lower Rated Won)
25,Upset (Lower Rated Won)
11,Expected (Higher Rated Won)
129,Upset (Lower Rated Won)
135,Expected (Higher Rated Won)
22,Expected (Higher Rated Won)
332,Expected (Higher Rated Won)
373,Expected (Higher Rated Won)
373,Expected (Higher Rated Won)
348,Expected (Higher Rated Won)
348,Expected (Higher Rated Won)
348,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
123,Upset (Lower Rated Won)
28,Expected (Higher Rated Won)
371,Expected (Higher Rated Won)
288,Expected (Higher Rated Won)
133,Upset (Lower Rated Won)
409,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
34,Upset (Lower Rated Won)
5,Upset (Lower Rated Won)
37,Upset (Lower Rated Won)
27,Expected (Higher Rated Won)
101,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
346,Upset (Lower Rated Won)
290,Upset (Lower Rated Won)
89,Upset (Lower Rated Won)
10,Upset (Lower Rated Won)
398,Expected (Higher Rated Won)
294,Upset (Lower Rated Won)
293,Expected (Higher Rated Won)
272,Expected (Higher Rated Won)
209,Expected (Higher Rated Won)
204,Expected (Higher Rated Won)
193,Expected (Higher Rated Won)
128,Expected (Higher Rated Won)
162,Upset (Lower Rated Won)
110,Expected (Higher Rated Won)
295,Expected (Higher Rated Won)
253,Expected (Higher Rated Won)
237,Upset (Lower Rated Won)
278,Expected (Higher Rated Won)
142,Upset (Lower Rated Won)
211,Upset (Lower Rated Won)
57,Expected (Higher Rated Won)
146,Expected (Higher Rated Won)
314,Upset (Lower Rated Won)
292,Expected (Higher Rated Won)
285,Expected (Higher Rated Won)
350,Expected (Higher Rated Won)
344,Expected (Higher Rated Won)
338,Expected (Higher Rated Won)
380,Upset (Lower Rated Won)
374,Expected (Higher Rated Won)
278,Expected (Higher Rated Won)
273,Upset (Lower Rated Won)
94,Upset (Lower Rated Won)
7,Upset (Lower Rated Won)
9,Upset (Lower Rated Won)
29,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
26,Upset (Lower Rated Won)
21,Upset (Lower Rated Won)
4,Upset (Lower Rated Won)
6,Expected (Higher Rated Won)
57,Upset (Lower Rated Won)
95,Upset (Lower Rated Won)
78,Expected (Higher Rated Won)
107,Upset (Lower Rated Won)
110,Expected (Higher Rated Won)
94,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
58,Expected (Higher Rated Won)
86,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
40,Upset (Lower Rated Won)
51,Expected (Higher Rated Won)
31,Expected (Higher Rated Won)
11,Expected (Higher Rated Won)
27,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
5,Expected (Higher Rated Won)
113,Expected (Higher Rated Won)
616,Expected (Higher Rated Won)
691,Expected (Higher Rated Won)
238,Expected (Higher Rated Won)
396,Expected (Higher Rated Won)
68,Expected (Higher Rated Won)
43,Expected (Higher Rated Won)
66,Expected (Higher Rated Won)
373,Upset (Lower Rated Won)
141,Expected (Higher Rated Won)
163,Expected (Higher Rated Won)
273,Expected (Higher Rated Won)
230,Expected (Higher Rated Won)
304,Expected (Higher Rated Won)
218,Expected (Higher Rated Won)
371,Expected (Higher Rated Won)
477,Expected (Higher Rated Won)
329,Expected (Higher Rated Won)
588,Expected (Higher Rated Won)
255,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
544,Upset (Lower Rated Won)
346,Expected (Higher Rated Won)
404,Expected (Higher Rated Won)
363,Expected (Higher Rated Won)
598,Expected (Higher Rated Won)
444,Expected (Higher Rated Won)
395,Expected (Higher Rated Won)
772,Expected (Higher Rated Won)
339,Expected (Higher Rated Won)
578,Expected (Higher Rated Won)
495,Expected (Higher Rated Won)
394,Expected (Higher Rated Won)
316,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
122,Expected (Higher Rated Won)
544,Expected (Higher Rated Won)
24,Upset (Lower Rated Won)
38,Expected (Higher Rated Won)
81,Expected (Higher Rated Won)
87,Upset (Lower Rated Won)
158,Expected (Higher Rated Won)
110,Upset (Lower Rated Won)
319,Expected (Higher Rated Won)
316,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
6,Expected (Higher Rated Won)
50,Upset (Lower Rated Won)
501,Expected (Higher Rated Won)
308,Upset (Lower Rated Won)
479,Expected (Higher Rated Won)
323,Expected (Higher Rated Won)
21,Expected (Higher Rated Won)
100,Expected (Higher Rated Won)
787,Expected (Higher Rated Won)
654,Expected (Higher Rated Won)
191,Expected (Higher Rated Won)
40,Expected (Higher Rated Won)
329,Expected (Higher Rated Won)
60,Expected (Higher Rated Won)
101,Expected (Higher Rated Won)
38,Expected (Higher Rated Won)
16,Expected (Higher Rated Won)
408,Upset (Lower Rated Won)
384,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
254,Expected (Higher Rated Won)
195,Expected (Higher Rated Won)
75,Upset (Lower Rated Won)
68,Expected (Higher Rated Won)
71,Upset (Lower Rated Won)
25,Upset (Lower Rated Won)
4,Expected (Higher Rated Won)
69,Expected (Higher Rated Won)
13,Expected (Higher Rated Won)
38,Upset (Lower Rated Won)
64,Upset (Lower Rated Won)
44,Expected (Higher Rated Won)
14,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
32,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
39,Upset (Lower Rated Won)
47,Upset (Lower Rated Won)
79,Upset (Lower Rated Won)
136,Upset (Lower Rated Won)
155,Upset (Lower Rated Won)
199,Upset (Lower Rated Won)
202,Expected (Higher Rated Won)
101,Upset (Lower Rated Won)
83,Expected (Higher Rated Won)
21,Upset (Lower Rated Won)
168,Upset (Lower Rated Won)
168,Upset (Lower Rated Won)
498,Expected (Higher Rated Won)
716,Expected (Higher Rated Won)
715,Expected (Higher Rated Won)
304,Upset (Lower Rated Won)
166,Upset (Lower Rated Won)
8,Upset (Lower Rated Won)
95,Expected (Higher Rated Won)
83,Expected (Higher Rated Won)
77,Expected (Higher Rated Won)
107,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
32,Upset (Lower Rated Won)
159,Expected (Higher Rated Won)
39,Expected (Higher Rated Won)
63,Upset (Lower Rated Won)
50,Upset (Lower Rated Won)
30,Expected (Higher Rated Won)
13,Upset (Lower Rated Won)
37,Expected (Higher Rated Won)
107,Expected (Higher Rated Won)
161,Upset (Lower Rated Won)
26,Upset (Lower Rated Won)
82,Expected (Higher Rated Won)
408,Expected (Higher Rated Won)
319,Expected (Higher Rated Won)
174,Expected (Higher Rated Won)
53,Expected (Higher Rated Won)
85,Expected (Higher Rated Won)
31,Upset (Lower Rated Won)
137,Expected (Higher Rated Won)
56,Expected (Higher Rated Won)
178,Expected (Higher Rated Won)
52,Expected (Higher Rated Won)
14,Expected (Higher Rated Won)
108,Expected (Higher Rated Won)
20,Expected (Higher Rated Won)
40,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
94,Expected (Higher Rated Won)
260,Expected (Higher Rated Won)
311,Expected (Higher Rated Won)
371,Expected (Higher Rated Won)
187,Expected (Higher Rated Won)
626,Expected (Higher Rated Won)
68,Expected (Higher Rated Won)
10,Upset (Lower Rated Won)
110,Expected (Higher Rated Won)
166,Upset (Lower Rated Won)
210,Upset (Lower Rated Won)
74,Expected (Higher Rated Won)
666,Expected (Higher Rated Won)
307,Expected (Higher Rated Won)
219,Expected (Higher Rated Won)
469,Expected (Higher Rated Won)
194,Upset (Lower Rated Won)
189,Expected (Higher Rated Won)
43,Expected (Higher Rated Won)
151,Expected (Higher Rated Won)
78,Upset (Lower Rated Won)
27,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
19,Expected (Higher Rated Won)
2,Expected (Higher Rated Won)
10,Upset (Lower Rated Won)
25,Upset (Lower Rated Won)
65,Upset (Lower Rated Won)
45,Upset (Lower Rated Won)
65,Expected (Higher Rated Won)
93,Upset (Lower Rated Won)
5,Expected (Higher Rated Won)
3,Upset (Lower Rated Won)
129,Upset (Lower Rated Won)
28,Upset (Lower Rated Won)
34,Expected (Higher Rated Won)
239,Expected (Higher Rated Won)
17,Upset (Lower Rated Won)
86,Expected (Higher Rated Won)
66,Expected (Higher Rated Won)
12,Upset (Lower Rated Won)
15,Expected (Higher Rated Won)
158,Expected (Higher Rated Won)
162,Upset (Lower Rated Won)
78,Upset (Lower Rated Won)
123,Expected (Higher Rated Won)
142,Expected (Higher Rated Won)
122,Expected (Higher Rated Won)
366,Expected (Higher Rated Won)
359,Expected (Higher Rated Won)
351,Expected (Higher Rated Won)
342,Expected (Higher Rated Won)
254,Expected (Higher Rated Won)
236,Expected (Higher Rated Won)
7,Upset (Lower Rated Won)
40,Upset (Lower Rated Won)
10,Expected (Higher Rated Won)
104,Expected (Higher Rated Won)
63,Expected (Higher Rated Won)
777,Expected (Higher Rated Won)
588,Expected (Higher Rated Won)
157,Expected (Higher Rated Won)
114,Expected (Higher Rated Won)
54,Expected (Higher Rated Won)
147,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
110,Expected (Higher Rated Won)
118,Expected (Higher Rated Won)
84,Expected (Higher Rated Won)
27,Expected (Higher Rated Won)
482,Expected (Higher Rated Won)
95,Expected (Higher Rated Won)
31,Upset (Lower Rated Won)
12,Upset (Lower Rated Won)
84,Expected (Higher Rated Won)
140,Expected (Higher Rated Won)
